requirement_id,test_id,priority,test_level,domain,persona,quality_characteristic,test_type,precondition,steps,expected_result,is_negative,automation,test_file_path,implementation_status,test_basis,notes,created_at
440,T-BIKE-005,P0,api,bike,P2,機能適切性,境界値,"role=USER, plan=PREMIUM, バイク9台登録済み","1. POST /api/v1/user-bike/register<br>2. body: {displacement: 400, nickname: ""10台目バイク""}",HTTP 201 - 10台目の登録に成功する。レスポンスに myUserBikeId が含まれる,false,Vitest,apps/web/__tests__/api/v1/userBike.test.ts,未実装,apps/web/lib/statics.ts:PREMIUM_USER_LIMITS.BIKE=10,PREMIUM プランのバイク上限は10台。9台登録済みの状態で10台目が正常に登録できることを確認する,2026-06-25
440,T-BIKE-006,P0,api,bike,P2,機能適切性,境界値,"role=USER, plan=PREMIUM, バイク10台登録済み","1. POST /api/v1/user-bike/register<br>2. body: {displacement: 400, nickname: ""11台目バイク""}","HTTP 400 または 422 - 制限エラー。AccountLimitsValue.isOver('bike', 10) = true。エラーメッセージに「プレミアムユーザーはバイクを10台まで登録できます」を含む",true,Vitest,apps/web/__tests__/api/v1/userBike.test.ts,未実装,apps/web/lib/api/server/valueObjects/AccountLimitsValue.ts:PREMIUM_MESSAGES.bike,PREMIUM プランの上限（10台）を超えた11台目の登録がエラーになることを確認する,2026-06-25
440,T-BIKE-007,P1,api,bike,P2,性能効率性,正常系,"role=USER, plan=PREMIUM, バイク10台登録済み",1. GET /api/v1/user-bike/bikes,HTTP 200 - レスポンスに bikes 配列が10件含まれる。レスポンスタイムが許容範囲内（目安: 3秒以内）,false,Vitest,apps/web/__tests__/api/v1/userBike.test.ts,未実装,apps/web/lib/api/server/v1/userBike.ts:GET /bikes,パワーユーザーが上限の10台を所有した状態で一覧取得できることを確認する。件数の確認とともにパフォーマンスも記録する,2026-06-25
440,T-FUEL-001,P1,api,fuel,P2,性能効率性,正常系,"role=USER, plan=PREMIUM, バイク1台登録済み, 給油ログ100件以上登録済み",1. GET /api/v1/user-bike/bike/{myUserBikeId}/fuel-logs<br>2. クエリパラメータなし（デフォルトページネーション）,HTTP 200 - レスポンスが正常に返る。PREMIUM では給油ログに件数制限なし（fuelLog: null）,false,Vitest,apps/web/__tests__/api/v1/userBike.test.ts,未実装,apps/web/lib/api/server/valueObjects/AccountLimitsValue.ts:fuelLog=null（PREMIUM）,PREMIUM では給油ログ件数制限がない（null）ため100件超でも正常取得できることを確認する,2026-06-25
440,T-TOURING-001,P1,api,touring,P2,機能適切性,正常系,"role=USER, plan=PREMIUM, バイク1台登録済み, ツーリングプラン10件登録済み","1. POST /api/v1/user-bike/bike/{myUserBikeId}/touring-plans<br>2. body: {title: ""11件目プラン""}",HTTP 201 - 11件目のツーリングプラン登録に成功する。PREMIUM_USER_LIMITS.TOURING_PLAN = null（無制限）,false,Vitest,apps/web/__tests__/api/v1/userBike.test.ts,未実装,apps/web/lib/statics.ts:PREMIUM_USER_LIMITS.TOURING_PLAN=null,PREMIUM のツーリングプランは無制限。FREE では10件が上限のため、PREMIUM でそれを超えても登録できることを確認する,2026-06-25
440,T-MAINTENANCE-001,P1,api,maintenance,P2,機能適切性,正常系,"role=USER, plan=PREMIUM, バイク1台登録済み, メンテナンス履歴5件登録済み","1. POST /api/v1/user-bike/bike/{myUserBikeId}/maintenance-logs<br>2. body: {performedAt: ""2026-06-25T00:00:00.000Z"", mileage: 50000, items: [{category: ""OIL"", memo: ""6件目""}]}",HTTP 201 - 6件目のメンテナンス履歴登録に成功する。PREMIUM_USER_LIMITS.MAINTENANCE_LOG = null（無制限）,false,Vitest,apps/web/__tests__/api/v1/userBike.test.ts,未実装,apps/web/lib/statics.ts:PREMIUM_USER_LIMITS.MAINTENANCE_LOG=null,PREMIUM のメンテナンス履歴は無制限。FREE では5件が上限のため、PREMIUM でそれを超えても登録できることを確認する,2026-06-25
440,T-BIKE-008,P2,api,bike,P2,性能効率性,正常系,"role=USER, plan=PREMIUM, バイク10台登録済み, 各バイクに給油ログ・ツーリング履歴あり",1. GET /api/v1/user-bike/bikes/ongoing-tourings,HTTP 200 - 全バイクの進行中ツーリング情報が返る。bikes 配列の件数が10件,false,Vitest,apps/web/__tests__/api/v1/userBike.test.ts,未実装,apps/web/lib/api/server/v1/userBike.ts:GET /bikes/ongoing-tourings,進行中ツーリング取得は全バイクを並列処理する実装（Promise.all）。10台所有時のパフォーマンスを確認する,2026-06-25
440,T-BIKE-009,P2,api,bike,P2,性能効率性,正常系,"role=USER, plan=PREMIUM, バイク複数台登録済み, 各バイクに給油ログ・ツーリング履歴多数あり",1. GET /api/v1/user-bike/history<br>2. クエリパラメータ: page=1 per-size=20,HTTP 200 - historyItems の配列が最大20件返る。ページネーションが正常に機能する,false,Vitest,apps/web/__tests__/api/v1/userBike.test.ts,未実装,apps/web/lib/api/server/v1/userBike.ts:GET /history,全バイクのヒストリー一覧はページネーション実装あり。大量データ時に正常にページ分割されるか確認する,2026-06-25
440,T-FUEL-002,P2,api,fuel,P2,機能適切性,正常系,"role=USER, plan=PREMIUM, バイク1台登録済み（totalMileage=10000）, 給油ログ多数登録済み",1. GET /api/v1/user-bike/bike/{myUserBikeId}/fuel-insights<br>2. クエリパラメータ: period=year,"HTTP 200 - averageFuelEfficiency, averageAmount, averageTotalPrice, averagePricePerLiter, minPricePerLiter, maxPricePerLiter が含まれる。大量データ登録時も集計値が正しく計算される",false,Vitest,apps/web/__tests__/api/v1/userBike.test.ts,未実装,apps/web/lib/api/server/v1/userBike.ts:GET /bike/:myUserBikeId/fuel-insights,給油ログが大量にある状態での燃費インサイト集計の精度とパフォーマンスを確認する,2026-06-25
440,T-BIKE-010,P1,e2e,bike,P2,使用性,正常系,"role=USER, plan=PREMIUM, バイク10台登録済み",1. ホーム画面へアクセスする<br>2. マイバイク一覧が表示されることを確認する<br>3. バイクを切り替えて各バイクの詳細が表示されることを確認する,10台分のバイク切り替えが遅延なく動作する。各バイクのニックネームと情報が正しく表示される,false,Playwright,,未実装,apps/web/lib/api/server/v1/userBike.ts:GET /bikes,パワーユーザーが10台のバイクを切り替える操作がUIで正常に機能するかを確認するE2Eテスト,2026-06-25
440,T-AUTH-004,P0,api,auth,P3,セキュリティ,異常系,Authorizationヘッダーなし,1. GET /api/v1/user/profile をAuthorizationヘッダーなしで送信する,HTTP 401 / errorCode: AUTH_FAILED,true,Vitest,apps/web/__tests__/api/v1/user.test.ts,実装済み,apps/web/lib/api/server/middlewares/honoAuth.ts,PATCH /api/v1/user/profile で同等テストが既存。GETエンドポイントへの未認証アクセスを確認する,2026-06-25
440,T-AUTH-005,P0,api,auth,P3,セキュリティ,異常系,無効なJWT文字列を用意する（例: 'Bearer invalid_token_xyz'）,1. GET /api/v1/user/profile へ Authorization: Bearer invalid_token_xyz を付与して送信する,HTTP 401 / errorCode: AUTH_FAILED,true,Vitest,apps/web/__tests__/api/v1/user.test.ts,未実装,apps/web/lib/api/server/middlewares/honoAuth.ts,FirebaseAuthRepository.authorize() が null を返した場合のエラーハンドリングを検証する,2026-06-25
440,T-BIKE-011,P0,api,bike,P3,セキュリティ,異常系,role=USER plan=FREE で認証済みユーザーAを用意する<br>別ユーザーBが所有するバイクのmyUserBikeIdを入手する,1. ユーザーAのトークンで GET /api/v1/user-bike/bike/{ユーザーBのmyUserBikeId} を送信する,HTTP 404 または HTTP 403 / ユーザーBのバイク情報は返却されない,true,Vitest,apps/web/__tests__/api/v1/userBike.test.ts,未実装,apps/web/lib/api/server/v1/userBike.ts:UserBikeService.getMyUserBikeDetail,UserBikeServiceがuserIdで所有者フィルタリングをしているかを確認。他人のIDを推測して横断アクセスするシナリオ,2026-06-25
440,T-BIKE-012,P1,api,bike,P3,セキュリティ,異常系,role=USER plan=FREE で認証済みユーザーAを用意する<br>別ユーザーBが所有するバイクのmyUserBikeIdを入手する,1. ユーザーAのトークンで PATCH /api/v1/user-bike/bike/{ユーザーBのmyUserBikeId} を送信する<br>2. body: {nickname: '乗っ取り'},HTTP 404 または HTTP 403 / ユーザーBのバイク情報は更新されない,true,Vitest,apps/web/__tests__/api/v1/userBike.test.ts,未実装,apps/web/lib/api/server/v1/userBike.ts:UserBikeService.updateMyUserBike,他人のバイクID推測による更新操作の防止を検証する,2026-06-25
440,T-PLAN-001,P0,api,plan,P3,セキュリティ,異常系,role=USER plan=FREE で認証済みユーザーを用意する,"1. PATCH /api/v1/user/admin/plan へ当該ユーザーのトークンで送信する<br>2. body: {targetUserId: '任意のユーザーID', plan: 'PREMIUM'}",HTTP 403 / errorCode: FORBIDDEN / プランは変更されない,true,Vitest,apps/web/__tests__/api/v1/user.test.ts,実装済み,apps/web/lib/api/server/v1/user.ts:user.patch('/admin/plan'),ADMINロール専用エンドポイントにUSERロールがアクセスする。honoAdminMiddlewareではなく手動でroleを確認する実装になっているため、ロールチェック漏れが無いか確認する,2026-06-25
440,T-USER-004,P1,api,user,P3,セキュリティ,異常系,role=USER plan=FREE で認証済みユーザーを用意する,1. PATCH /api/v1/user/profile へ以下のbodyを送信する<br>2. body: {name: 'a'.repeat(10000)},HTTP 400 または HTTP 422 / errorCode: VALIDATION_ERROR / nameフィールドの上限50文字違反エラー,true,Vitest,apps/web/__tests__/api/v1/user.test.ts,未実装,packages/shared-types/src/schemas/userProfileSchema.ts:UserProfilePatchRequestSchema,Zodスキーマでmax(50)が設定されているが、超長文字列がDBレイヤーまで到達しないことをAPIレベルで確認する,2026-06-25
440,T-USER-005,P1,api,user,P3,セキュリティ,異常系,role=GUEST で認証済みゲストユーザーを用意する,1. PATCH /api/v1/user/profile へゲストトークンで送信する<br>2. body: {isProfilePublic: true},HTTP 400 または HTTP 403 / errorCode: INVALID_REQUEST / ゲストはプロフィール公開不可のエラーメッセージが返る,true,Vitest,apps/web/__tests__/api/v1/user.test.ts,未実装,apps/web/lib/api/server/v1/user.ts:user.patch('/profile'),ゲストアカウントがisProfilePublic=trueを設定しようとする攻撃シナリオ。他ユーザーにゲストのデータが見えることを防ぐ,2026-06-25
440,T-USER-006,P1,api,user,P3,セキュリティ,異常系,role=USER plan=FREE で認証済みユーザーを用意する（userIdをfollowerIdとする）,1. POST /api/v1/user/{自分のuserId}/follow へ自分のトークンで送信する,HTTP 400 または HTTP 422 / errorCode: INVALID_REQUEST / 自己フォロー不可のエラーメッセージが返る,true,Vitest,apps/web/__tests__/api/v1/user.test.ts,未実装,apps/web/lib/api/server/services/UserFollowService.ts:followUser,UserFollowService内でfollowerId === followingIdのチェックがあるが、APIレベルで確認する,2026-06-25
440,T-BIKE-013,P2,api,bike,P3,セキュリティ,異常系,role=USER plan=FREE で認証済みユーザーを用意する,"1. POST /api/v1/user-bike/register へ以下のbodyで送信する<br>2. body: {displacement: 400, nickname: '<script>alert(1)</script>'}",HTTP 201 でデータ登録された場合でも、レスポンスの nickname フィールドがサニタイズまたはエスケープされているか確認する / もしくは HTTP 400,true,Vitest,apps/web/__tests__/api/v1/userBike.test.ts,未実装,packages/shared-types/src/schemas/userBikeSchema.ts:UserBikeRegisterRequestSchema,nicknameフィールドにXSSペイロードを含む文字列を送信するシナリオ。Zodスキーマにサニタイズ処理があるか確認する,2026-06-25
440,T-AUTH-006,P1,api,auth,P3,セキュリティ,異常系,期限切れのFirebase IDトークンを用意する（または有効期間経過後に再利用する）,1. GET /api/v1/user/profile へ期限切れのBearerトークンをAuthorizationヘッダーに付与して送信する,HTTP 401 / errorCode: AUTH_FAILED / 期限切れトークンによるアクセス拒否,true,手動,apps/web/__tests__/api/v1/user.test.ts,未実装,apps/web/lib/api/server/repositories/FirebaseAuthRepository.ts,Firebase IDトークンは通常1時間で期限切れ。テスト環境でTokenの有効期限を意図的に短くする必要があるため手動確認が現実的,2026-06-25
440,T-PLAN-002,P0,api,plan,P4,信頼性,正常系,"role=ADMIN のユーザーが存在する<br>role=USER, plan=FREE のターゲットユーザーが存在する","1. PATCH /api/v1/user/admin/plan を body={targetUserId: ""<対象ユーザーID>"", plan: ""PREMIUM"", reason: ""テスト""} で呼び出す<br>2. HTTP 200 を確認する<br>3. DB の TUserPlanHistory テーブルを直接確認する","HTTP 200<br>TUserPlanHistory テーブルに userId=対象ユーザーID, plan=PREMIUM, changedById=ADMINのユーザーID のレコードが1件INSERTされている",false,Vitest,apps/web/__tests__/api/v1/user.test.ts,実装済み,apps/web/lib/api/server/repositories/PrismaUserPlanHistoryRepository.ts:createPlanHistory<br>packages/database/prisma/schema.prisma:TUserPlanHistory,APIレスポンスの確認だけでなく、DBレコードの実在をPrismaクライアントで直接確認することが重要,2026-06-25
440,T-PLAN-003,P0,api,plan,P4,信頼性,正常系,role=USER のターゲットユーザーに TUserPlanHistory レコードが複数件（FREE→PREMIUM→FREEの順）存在する,1. GET /api/v1/user/plan/histories を呼び出す<br>2. レスポンスの配列順を確認する<br>3. DB の TUserPlanHistory を changedAt DESC で直接取得して比較する,HTTP 200<br>レスポンス配列の順序がDBの changedAt DESC の順序と一致している<br>件数もDBレコード件数と一致している,false,Vitest,apps/web/__tests__/api/v1/user.test.ts,実装済み,apps/web/lib/api/server/repositories/PrismaUserPlanHistoryRepository.ts:findHistoriesByUserId,findHistoriesByUserId は orderBy: changedAt desc で取得している。レスポンスとDB順序の一致を確認する,2026-06-25
440,T-FUEL-003,P0,api,fuel,P4,信頼性,正常系,role=USER のユーザーが存在し、TUserMyBike が1件登録済み<br>TUserBike.totalMileage = 5000<br>updateTotalMileage=true で送信する,"1. POST /api/v1/user-bike/:myUserBikeId/fuel-logs を body={mileage: 6000, previousMileage: 5000, amount: 15.0, totalPrice: 2500, refueledAt: ""..."", updateTotalMileage: true} で呼び出す<br>2. HTTP 201 を確認する<br>3. DB の TUserBike テーブルの totalMileage カラムを直接確認する",HTTP 201<br>TUserBike.totalMileage が 6000 に更新されている<br>TUserMyBikeFuelLog に新規レコードが1件INSERTされている<br>TUserMyBikeHistory に type=FUEL_LOG のレコードが1件INSERTされている,false,Vitest,apps/web/__tests__/api/v1/userBike.test.ts,未実装,apps/web/lib/api/server/services/FuelLogService.ts:registerFuelLog<br>apps/web/lib/api/server/repositories/PrismaUserBikeRepository.ts:updateTotalMileageIfGreater,updateTotalMileageIfGreater は現在値より大きい場合のみ更新する実装。fuelLog登録とhistory作成はトランザクション内で実行される,2026-06-25
440,T-FUEL-004,P1,api,fuel,P4,信頼性,境界値,role=USER のユーザーが存在し、TUserMyBike が1件登録済み<br>TUserBike.totalMileage = 6000 (登録済みの現在走行距離)<br>updateTotalMileage=true で送信する,"1. POST /api/v1/user-bike/:myUserBikeId/fuel-logs を body={mileage: 5000, previousMileage: 4000, amount: 10.0, totalPrice: 1500, refueledAt: ""..."", updateTotalMileage: true} で呼び出す (mileage < 現在のtotalMileage)<br>2. HTTP 201 を確認する<br>3. DB の TUserBike.totalMileage を直接確認する",HTTP 201<br>TUserBike.totalMileage は 6000 のまま変更されていない (小さい値では更新されない)<br>TUserMyBikeFuelLog には新規レコードが登録されている,false,Vitest,apps/web/__tests__/api/v1/userBike.test.ts,未実装,apps/web/lib/api/server/repositories/PrismaUserBikeRepository.ts:updateTotalMileageIfGreater,updateTotalMileageIfGreater の WHERE 条件が totalMileage < 新値 であるため、現在値より小さい走行距離で登録してもtotalMileageは変化しない仕様を確認する,2026-06-25
440,T-BIKE-014,P0,api,bike,P4,信頼性,正常系,role=USER のユーザーが存在し、TUserMyBike が1件登録済み<br>その TUserMyBike に TUserMyBikeFuelLog が2件、TUserMyBikeMaintenance が1件、TUserMyBikeTouring が1件存在する,1. DELETE /api/v1/user-bike/:myUserBikeId を呼び出してマイバイクを削除する<br>2. HTTP 200 を確認する<br>3. DB の TUserMyBikeFuelLog テーブルを myUserBikeId で検索する<br>4. DB の TUserMyBikeMaintenance テーブルを myUserBikeId で検索する<br>5. DB の TUserMyBikeTouring テーブルを myUserBikeId で検索する,HTTP 200<br>TUserMyBikeFuelLog: 対象 myUserBikeId のレコードが0件 (Cascade削除されている)<br>TUserMyBikeMaintenance: 対象 myUserBikeId のレコードが0件 (Cascade削除されている)<br>TUserMyBikeTouring: 対象 myUserBikeId のレコードが0件 (Cascade削除されている),false,Vitest,apps/web/__tests__/api/v1/userBike.test.ts,未実装,packages/database/prisma/schema.prisma:TUserMyBikeFuelLog(onDelete: Cascade)<br>packages/database/prisma/schema.prisma:TUserMyBikeMaintenance(onDelete: Cascade)<br>packages/database/prisma/schema.prisma:TUserMyBikeTouring(onDelete: Cascade),スキーマ上は onDelete: Cascade が設定されているが、APIレベルでの削除後にDBレコードが実際に消えているか確認する必要がある,2026-06-25
440,T-FOLLOW-001,P1,api,follow,P4,信頼性,正常系,"ユーザーA(role=USER)がユーザーB(role=USER, isProfilePublic=true)をフォロー済み<br>DB の TUserFollow にレコードが1件存在することを確認済み","1. DELETE /api/v1/user/:userId/follow (userId=ユーザーBのID) を ユーザーAの認証トークンで呼び出す<br>2. HTTP 200 を確認する<br>3. DB の TUserFollow テーブルを followerId=ユーザーAのID, followingId=ユーザーBのID で検索する","HTTP 200<br>TUserFollow テーブルに対象の (followerId, followingId) の組み合わせのレコードが0件になっている",false,Vitest,apps/web/__tests__/api/v1/user.test.ts,未実装,apps/web/lib/api/server/repositories/PrismaUserFollowRepository.ts:unfollow<br>apps/web/lib/api/server/services/UserFollowService.ts:unfollowUser,unfollowは deleteMany を使っており、対象レコードがない場合もエラーにならない実装。フォロー済み→解除後のレコード削除を確認する,2026-06-25
440,T-USER-007,P0,api,user,P4,信頼性,正常系,"role=USER, status=ACTIVE のユーザーが存在し、MAuthProvider.isActive=true のレコードが存在する","1. POST /api/v1/user/auth/quit を body={quitReason: ""テスト退会""} でユーザーの認証トークンを付けて呼び出す<br>2. HTTP 200 を確認する<br>3. DB の MUser テーブルの status カラムを確認する<br>4. DB の MAuthProvider テーブルの isActive カラムを確認する<br>5. DB の TUserQuit テーブルにレコードが存在するか確認する",HTTP 200 (recoveryCode が含まれる)<br>MUser.status = INACTIVE<br>MAuthProvider.isActive = false<br>TUserQuit テーブルに status=QUIT のレコードが1件INSERTされている,false,Vitest,apps/web/__tests__/api/v1/user.test.ts,未実装,apps/web/lib/api/server/services/UserQuitService.ts:quitUser<br>packages/database/prisma/schema.prisma:TUserQuit,"退会処理はトランザクション内で実行される。3つのDB操作(TUserQuit作成, MUser非活性化, MAuthProvider非活性化)が全て完了しているか確認する",2026-06-25
440,T-USER-008,P1,api,user,P4,信頼性,正常系,"一度退会処理済みのユーザー(status=INACTIVE)が存在する<br>TUserQuit.status=QUIT, TUserQuit.recoveryCode が既知","1. POST /api/v1/user/auth/recover を body={recoveryCode: ""<正しい復帰コード>""} で元の認証トークンを使って呼び出す<br>2. HTTP 200 を確認する<br>3. DB の MUser.status を確認する<br>4. DB の MAuthProvider.isActive を確認する<br>5. DB の TUserQuit.status を確認する",HTTP 200<br>MUser.status = ACTIVE<br>MAuthProvider.isActive = true<br>TUserQuit.status = RECOVERED,false,Vitest,apps/web/__tests__/api/v1/user.test.ts,未実装,apps/web/lib/api/server/services/UserQuitService.ts:recoverUser<br>packages/database/prisma/schema.prisma:TUserQuit,"復帰処理では activateUser, activateByUserId, updateStatus(RECOVERED) の3操作が行われる。全てのDBレコードが正しく更新されているか確認する",2026-06-25
440,T-TOURING-002,P1,api,touring,P4,信頼性,正常系,role=USER のユーザーが存在し、TUserMyBikeTouring が1件登録済み<br>その touring に紐づく TUserMyBikeFuelLog が1件存在する (touringId が設定されている),1. DELETE /api/v1/user-bike/:myUserBikeId/tourings/:touringId でツーリングを削除する<br>2. HTTP 200 を確認する<br>3. DB の TUserMyBikeFuelLog テーブルで当該 touringId を持つレコードを確認する,HTTP 200<br>TUserMyBikeFuelLog の対象レコードは削除されずに残っており、touringId カラムが NULL になっている (onDelete: SetNull による),false,Vitest,apps/web/__tests__/api/v1/userBike.test.ts,未実装,packages/database/prisma/schema.prisma:TUserMyBikeFuelLog.touring(onDelete: SetNull),スキーマ定義では TUserMyBikeFuelLog.touringId は onDelete: SetNull。ツーリング削除後に給油ログが孤立レコードにならず touringId=NULL になることを確認する,2026-06-25
440,T-PLAN-004,P1,api,plan,P4,信頼性,異常系,role=ADMIN のユーザーが存在する<br>role=ADMIN の別ユーザー(操作対象)が存在する,"1. PATCH /api/v1/user/admin/plan を body={targetUserId: ""<ADMINユーザーのID>"", plan: ""PREMIUM""} で管理者トークンを付けて呼び出す<br>2. レスポンスのHTTPステータスとエラーコードを確認する<br>3. DB の TUserPlanHistory テーブルを確認する",HTTP 403<br>errorCode: FORBIDDEN<br>TUserPlanHistory テーブルに新規レコードがINSERTされていない (ロールバックされている),true,Vitest,apps/web/__tests__/api/v1/user.test.ts,未実装,apps/web/lib/api/server/services/UserPlanService.ts:changePlan (role !== USER の場合はFORBIDDEN),UserPlanService.changePlan は targetUser.role !== USER の場合にエラーをthrowする。エラー時にDBへの書き込みが発生していないことを確認する,2026-06-25
440,T-BIKE-015,P0,api,bike,P5,機能適切性,境界値,"role=GUEST, バイク0台登録済み",1. POST /api/v1/user-bike/register (bikeId省略・displacement=400 で登録),HTTP 201 / TUserMyBike にレコード1件追加される（1台目は許可）,false,Vitest,apps/web/__tests__/api/v1/userBike.test.ts,未実装,apps/web/lib/statics.ts:GUEST_ACCOUNT_LIMITS.BIKE=1 / apps/web/lib/api/server/valueObjects/AccountLimitsValue.ts:isOver,isOver は count >= limit で判定するため count=0 なら通過する,2026-06-25
