requirement_id,test_id,priority,test_level,domain,persona,quality_characteristic,test_type,precondition,steps,expected_result,is_negative,automation,test_file_path,implementation_status,test_basis,notes,created_at
440,T-BIKE-011,P0,api,bike,P3,セキュリティ,異常系,role=USER plan=FREE で認証済みユーザーAを用意する<br>別ユーザーBが所有するバイクのmyUserBikeIdを入手する,1. ユーザーAのトークンで GET /api/v1/user-bike/bike/{ユーザーBのmyUserBikeId} を送信する,HTTP 404 または HTTP 403 / ユーザーBのバイク情報は返却されない,true,Vitest,apps/web/__tests__/api/v1/userBike.test.ts,未実装,apps/web/lib/api/server/v1/userBike.ts:UserBikeService.getMyUserBikeDetail,UserBikeServiceがuserIdで所有者フィルタリングをしているかを確認。他人のIDを推測して横断アクセスするシナリオ,2026-06-25
440,T-BIKE-012,P1,api,bike,P3,セキュリティ,異常系,role=USER plan=FREE で認証済みユーザーAを用意する<br>別ユーザーBが所有するバイクのmyUserBikeIdを入手する,1. ユーザーAのトークンで PATCH /api/v1/user-bike/bike/{ユーザーBのmyUserBikeId} を送信する<br>2. body: {nickname: '乗っ取り'},HTTP 404 または HTTP 403 / ユーザーBのバイク情報は更新されない,true,Vitest,apps/web/__tests__/api/v1/userBike.test.ts,未実装,apps/web/lib/api/server/v1/userBike.ts:UserBikeService.updateMyUserBike,他人のバイクID推測による更新操作の防止を検証する,2026-06-25
440,T-BIKE-013,P2,api,bike,P3,セキュリティ,異常系,role=USER plan=FREE で認証済みユーザーを用意する,"1. POST /api/v1/user-bike/register へ以下のbodyで送信する<br>2. body: {displacement: 400, nickname: '<script>alert(1)</script>'}",HTTP 201 でデータ登録された場合でも、レスポンスの nickname フィールドがサニタイズまたはエスケープされているか確認する / もしくは HTTP 400,true,Vitest,apps/web/__tests__/api/v1/userBike.test.ts,未実装,packages/shared-types/src/schemas/userBikeSchema.ts:UserBikeRegisterRequestSchema,nicknameフィールドにXSSペイロードを含む文字列を送信するシナリオ。Zodスキーマにサニタイズ処理があるか確認する,2026-06-25
440,T-BIKE-014,P0,api,bike,P4,信頼性,正常系,role=USER のユーザーが存在し、TUserMyBike が1件登録済み<br>その TUserMyBike に TUserMyBikeFuelLog が2件、TUserMyBikeMaintenance が1件、TUserMyBikeTouring が1件存在する,1. DELETE /api/v1/user-bike/:myUserBikeId を呼び出してマイバイクを削除する<br>2. HTTP 200 を確認する<br>3. DB の TUserMyBikeFuelLog テーブルを myUserBikeId で検索する<br>4. DB の TUserMyBikeMaintenance テーブルを myUserBikeId で検索する<br>5. DB の TUserMyBikeTouring テーブルを myUserBikeId で検索する,HTTP 200<br>TUserMyBikeFuelLog: 対象 myUserBikeId のレコードが0件 (Cascade削除されている)<br>TUserMyBikeMaintenance: 対象 myUserBikeId のレコードが0件 (Cascade削除されている)<br>TUserMyBikeTouring: 対象 myUserBikeId のレコードが0件 (Cascade削除されている),false,Vitest,apps/web/__tests__/api/v1/userBike.test.ts,未実装,packages/database/prisma/schema.prisma:TUserMyBikeFuelLog(onDelete: Cascade)<br>packages/database/prisma/schema.prisma:TUserMyBikeMaintenance(onDelete: Cascade)<br>packages/database/prisma/schema.prisma:TUserMyBikeTouring(onDelete: Cascade),スキーマ上は onDelete: Cascade が設定されているが、APIレベルでの削除後にDBレコードが実際に消えているか確認する必要がある,2026-06-25
440,T-BIKE-015,P0,api,bike,P5,機能適切性,境界値,"role=GUEST, バイク0台登録済み",1. POST /api/v1/user-bike/register (bikeId省略・displacement=400 で登録),HTTP 201 / TUserMyBike にレコード1件追加される（1台目は許可）,false,Vitest,apps/web/__tests__/api/v1/userBike.test.ts,未実装,apps/web/lib/statics.ts:GUEST_ACCOUNT_LIMITS.BIKE=1 / apps/web/lib/api/server/valueObjects/AccountLimitsValue.ts:isOver,isOver は count >= limit で判定するため count=0 なら通過する,2026-06-25
440,T-BIKE-016,P0,api,bike,P5,機能適切性,境界値,"role=GUEST, バイク1台登録済み（上限に達した状態）",1. POST /api/v1/user-bike/register (displacement=250 で2台目を登録),"HTTP 400 / errorCode: INVALID_REQUEST / message: ""ゲストアカウントはバイクを1台まで登録できます""",true,Vitest,apps/web/__tests__/api/v1/userBike.test.ts,未実装,apps/web/lib/api/server/valueObjects/AccountLimitsValue.ts:isOver / limitMessage / apps/web/lib/api/server/services/UserBikeService.ts:registerUserBike,"isOver('bike', 1) は 1 >= 1 = true なので拒否される。GUESTのlimitMessageの文言も検証すること",2026-06-25
440,T-BIKE-017,P0,api,bike,P5,機能適切性,境界値,"role=USER, plan=FREE, バイク2台登録済み（上限に達した状態）",1. POST /api/v1/user-bike/register (displacement=600 で3台目を登録),"HTTP 400 / errorCode: INVALID_REQUEST / message: ""無料ユーザーはバイクを2台まで登録できます""",true,Vitest,apps/web/__tests__/api/v1/userBike.test.ts,未実装,apps/web/lib/statics.ts:FREE_USER_LIMITS.BIKE=2 / apps/web/lib/api/server/valueObjects/AccountLimitsValue.ts:isOver,"isOver('bike', 2) は 2 >= 2 = true で拒否。FREE_MESSAGES.bike の文言も検証すること",2026-06-25
440,T-BIKE-018,P1,api,bike,P5,機能適切性,境界値,"role=USER, plan=PREMIUM, バイク10台登録済み（上限に達した状態）",1. POST /api/v1/user-bike/register (displacement=1000 で11台目を登録),"HTTP 400 / errorCode: INVALID_REQUEST / message: ""プレミアムユーザーはバイクを10台まで登録できます""",true,Vitest,apps/web/__tests__/api/v1/userBike.test.ts,未実装,apps/web/lib/statics.ts:PREMIUM_USER_LIMITS.BIKE=10 / apps/web/lib/api/server/valueObjects/AccountLimitsValue.ts:isOver,PREMIUMでも10台上限は存在する。PREMIUM_MESSAGES.bike の文言も検証すること,2026-06-25
440,T-BIKE-019,P1,unit,bike,P5,機能適切性,境界値,"AccountLimitsValue.from('USER', null) を生成（planがnullの防御的ケース）","1. limits.bike を参照する<br>2. isOver('bike', 2) を呼び出す","limits.bike === 2 (FREE_USER_LIMITS.BIKE) / isOver('bike', 2) === true",false,Vitest,apps/web/__tests__/api/v1/userBike.test.ts,未実装,apps/web/lib/api/server/valueObjects/AccountLimitsValue.ts:from (role=USER かつ plan=null は FREEとして扱うコメントあり),plan=null のUSERはFREEとして扱われる防御的ブランチの検証,2026-06-25
440,T-BIKE-020,P2,api,bike,P5,機能適切性,正常系,"role=USER, plan=PREMIUM, バイク9台登録済み（上限1台前）",1. POST /api/v1/user-bike/register (displacement=750 で10台目を登録),HTTP 201 / TUserMyBike にレコードが追加される（10台目は許可）,false,Vitest,apps/web/__tests__/api/v1/userBike.test.ts,未実装,apps/web/lib/statics.ts:PREMIUM_USER_LIMITS.BIKE=10 / apps/web/lib/api/server/services/UserBikeService.ts:registerUserBike,"isOver('bike', 9) = 9 >= 10 = false なので登録が許可されることを確認する（上限の1つ前は通過する）",2026-06-25
440,T-BIKE-021,P0,api,bike,P6,機能適切性,回帰,"role=USER, plan=FREE, バイク0件登録",1. POST /api/v1/user-bike/register に必須項目を含むリクエストを送信<br>2. HTTP ステータスとレスポンスを確認,HTTP 201、バイクが正常登録される。AccountLimitsValue が plan=FREE で正しく初期化され制限チェックが通る,false,Vitest,apps/web/__tests__/api/v1/userBike.test.ts,未実装,"apps/web/lib/api/server/valueObjects/AccountLimitsValue.ts, apps/web/lib/api/server/v1/userBike.ts, apps/web/lib/api/server/types/hono.ts",HonoVariables に plan フィールドが追加された後、userBike.ts の c.var.user!.plan が正しく渡り AccountLimitsValue.from が機能するか確認,2026-06-25
440,T-BIKE-022,P1,api,bike,P6,機能適切性,回帰,"role=GUEST, バイク0件登録",1. POST /api/v1/user-bike/register に必須項目を含むリクエストを送信<br>2. 1台目登録が成功することを確認<br>3. 2台目登録を試みる<br>4. エラーレスポンスを確認,"1台目: HTTP 201 成功。2台目: HTTP 422 または 400、AccountLimitsValue.isOver('bike', 1)=true のエラー",false,Vitest,apps/web/__tests__/api/v1/userBike.test.ts,未実装,"apps/web/lib/api/server/valueObjects/AccountLimitsValue.ts, apps/web/lib/statics.ts","GUEST ロールは plan=null で AccountLimitsValue.from('GUEST', null) が呼ばれる。plan 追加後も GUEST の制限チェックが壊れていないか確認",2026-06-25
